"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Demanda_ocupació","Nombre"
2018,3,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Demanda no aturats","175"
2018,3,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Demanda no aturats","126"
2018,3,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Demanda no aturats","183"
2018,3,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Demanda no aturats","208"
2018,3,99,"No consta",99,"No consta","Dones","Demanda no aturats","2"
2018,4,1,"Ciutat Vella",1,"el Raval","Homes","Atur registrat","1894"
2018,4,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Atur registrat","468"
2018,4,1,"Ciutat Vella",3,"la Barceloneta","Homes","Atur registrat","501"
2018,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Atur registrat","687"
2018,4,2,"Eixample",5,"el Fort Pienc","Homes","Atur registrat","562"
2018,4,2,"Eixample",6,"la Sagrada Família","Homes","Atur registrat","874"
2018,4,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Atur registrat","565"
2018,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Atur registrat","678"
2018,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Atur registrat","947"
2018,4,2,"Eixample",10,"Sant Antoni","Homes","Atur registrat","718"
2018,4,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Atur registrat","1097"
2018,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Atur registrat","62"
2018,4,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Atur registrat","720"
2018,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Atur registrat","274"
2018,4,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Atur registrat","316"
2018,4,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Atur registrat","371"
2018,4,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Atur registrat","376"
2018,4,3,"Sants-Montjuïc",18,"Sants","Homes","Atur registrat","739"
2018,4,4,"Les Corts",19,"les Corts","Homes","Atur registrat","742"
2018,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Atur registrat","372"
2018,4,4,"Les Corts",21,"Pedralbes","Homes","Atur registrat","86"
2018,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Atur registrat","44"
2018,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Atur registrat","202"
2018,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Atur registrat","171"
2018,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Atur registrat","253"
2018,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Atur registrat","433"
2018,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Atur registrat","413"
2018,4,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Atur registrat","267"
2018,4,6,"Gràcia",29,"el Coll","Homes","Atur registrat","111"
2018,4,6,"Gràcia",30,"la Salut","Homes","Atur registrat","228"
2018,4,6,"Gràcia",31,"la Vila de Gràcia","Homes","Atur registrat","893"
2018,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Atur registrat","554"
2018,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Atur registrat","428"
2018,4,7,"Horta-Guinardó",34,"Can Baró","Homes","Atur registrat","163"
2018,4,7,"Horta-Guinardó",35,"el Guinardó","Homes","Atur registrat","707"
2018,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Atur registrat","216"
2018,4,7,"Horta-Guinardó",37,"el Carmel","Homes","Atur registrat","736"
2018,4,7,"Horta-Guinardó",38,"la Teixonera","Homes","Atur registrat","229"
2018,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Atur registrat","140"
2018,4,7,"Horta-Guinardó",40,"Montbau","Homes","Atur registrat","101"
2018,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Atur registrat","108"
2018,4,7,"Horta-Guinardó",42,"la Clota","Homes","Atur registrat","8"
2018,4,7,"Horta-Guinardó",43,"Horta","Homes","Atur registrat","630"
2018,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Atur registrat","579"
2018,4,8,"Nou Barris",45,"Porta","Homes","Atur registrat","542"
2018,4,8,"Nou Barris",46,"el Turó de la Peira","Homes","Atur registrat","370"
2018,4,8,"Nou Barris",47,"Can Peguera","Homes","Atur registrat","51"
2018,4,8,"Nou Barris",48,"la Guineueta","Homes","Atur registrat","409"
2018,4,8,"Nou Barris",49,"Canyelles","Homes","Atur registrat","199"
2018,4,8,"Nou Barris",50,"les Roquetes","Homes","Atur registrat","432"
2018,4,8,"Nou Barris",51,"Verdun","Homes","Atur registrat","331"
2018,4,8,"Nou Barris",52,"la Prosperitat","Homes","Atur registrat","609"
2018,4,8,"Nou Barris",53,"la Trinitat Nova","Homes","Atur registrat","306"
2018,4,8,"Nou Barris",54,"Torre Baró","Homes","Atur registrat","85"
2018,4,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Atur registrat","444"
2018,4,8,"Nou Barris",56,"Vallbona","Homes","Atur registrat","52"
2018,4,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Atur registrat","412"
2018,4,9,"Sant Andreu",58,"Baró de Viver","Homes","Atur registrat","49"
2018,4,9,"Sant Andreu",59,"el Bon Pastor","Homes","Atur registrat","278"
2018,4,9,"Sant Andreu",60,"Sant Andreu","Homes","Atur registrat","1127"
2018,4,9,"Sant Andreu",61,"la Sagrera","Homes","Atur registrat","560"
2018,4,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Atur registrat","272"
2018,4,9,"Sant Andreu",63,"Navas","Homes","Atur registrat","420"
2018,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Atur registrat","883"
2018,4,10,"Sant Martí",65,"el Clot","Homes","Atur registrat","559"
2018,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Atur registrat","257"
2018,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Atur registrat","177"
2018,4,10,"Sant Martí",68,"el Poblenou","Homes","Atur registrat","606"
2018,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Atur registrat","301"
2018,4,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Atur registrat","690"
2018,4,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Atur registrat","435"
2018,4,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Atur registrat","608"
2018,4,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Atur registrat","691"
2018,4,99,"No consta",99,"No consta","Homes","Atur registrat","2"
2018,4,1,"Ciutat Vella",1,"el Raval","Homes","Demanda no aturats","537"
2018,4,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Demanda no aturats","130"
2018,4,1,"Ciutat Vella",3,"la Barceloneta","Homes","Demanda no aturats","154"
2018,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Demanda no aturats","212"
2018,4,2,"Eixample",5,"el Fort Pienc","Homes","Demanda no aturats","147"
2018,4,2,"Eixample",6,"la Sagrada Família","Homes","Demanda no aturats","240"
2018,4,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Demanda no aturats","144"
2018,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Demanda no aturats","171"
2018,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Demanda no aturats","297"
2018,4,2,"Eixample",10,"Sant Antoni","Homes","Demanda no aturats","207"
2018,4,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Demanda no aturats","271"
2018,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Demanda no aturats","15"
2018,4,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Demanda no aturats","193"
2018,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Demanda no aturats","68"
2018,4,3,"Sants-Montjuïc",15,"Hostafrancs","Homes","Demanda no aturats","94"
2018,4,3,"Sants-Montjuïc",16,"la Bordeta","Homes","Demanda no aturats","110"
2018,4,3,"Sants-Montjuïc",17,"Sants - Badal","Homes","Demanda no aturats","114"
2018,4,3,"Sants-Montjuïc",18,"Sants","Homes","Demanda no aturats","223"
2018,4,4,"Les Corts",19,"les Corts","Homes","Demanda no aturats","232"
2018,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Homes","Demanda no aturats","113"
2018,4,4,"Les Corts",21,"Pedralbes","Homes","Demanda no aturats","22"
2018,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Homes","Demanda no aturats","11"
2018,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Homes","Demanda no aturats","51"
2018,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Homes","Demanda no aturats","43"
2018,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Homes","Demanda no aturats","65"
2018,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Homes","Demanda no aturats","103"
2018,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Homes","Demanda no aturats","99"
2018,4,6,"Gràcia",28,"Vallcarca i els Penitents","Homes","Demanda no aturats","66"
2018,4,6,"Gràcia",29,"el Coll","Homes","Demanda no aturats","27"
2018,4,6,"Gràcia",30,"la Salut","Homes","Demanda no aturats","64"
2018,4,6,"Gràcia",31,"la Vila de Gràcia","Homes","Demanda no aturats","269"
2018,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Homes","Demanda no aturats","154"
2018,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Homes","Demanda no aturats","123"
2018,4,7,"Horta-Guinardó",34,"Can Baró","Homes","Demanda no aturats","46"
2018,4,7,"Horta-Guinardó",35,"el Guinardó","Homes","Demanda no aturats","170"
2018,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Homes","Demanda no aturats","52"
2018,4,7,"Horta-Guinardó",37,"el Carmel","Homes","Demanda no aturats","178"
2018,4,7,"Horta-Guinardó",38,"la Teixonera","Homes","Demanda no aturats","54"
2018,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Homes","Demanda no aturats","32"
2018,4,7,"Horta-Guinardó",40,"Montbau","Homes","Demanda no aturats","23"
2018,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Homes","Demanda no aturats","25"
2018,4,7,"Horta-Guinardó",42,"la Clota","Homes","Demanda no aturats","2"
2018,4,7,"Horta-Guinardó",43,"Horta","Homes","Demanda no aturats","159"
2018,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Homes","Demanda no aturats","154"
2018,4,8,"Nou Barris",45,"Porta","Homes","Demanda no aturats","149"
2018,4,8,"Nou Barris",46,"el Turó de la Peira","Homes","Demanda no aturats","96"
2018,4,8,"Nou Barris",47,"Can Peguera","Homes","Demanda no aturats","13"
2018,4,8,"Nou Barris",48,"la Guineueta","Homes","Demanda no aturats","96"
2018,4,8,"Nou Barris",49,"Canyelles","Homes","Demanda no aturats","47"
2018,4,8,"Nou Barris",50,"les Roquetes","Homes","Demanda no aturats","102"
2018,4,8,"Nou Barris",51,"Verdun","Homes","Demanda no aturats","78"
2018,4,8,"Nou Barris",52,"la Prosperitat","Homes","Demanda no aturats","167"
2018,4,8,"Nou Barris",53,"la Trinitat Nova","Homes","Demanda no aturats","64"
2018,4,8,"Nou Barris",54,"Torre Baró","Homes","Demanda no aturats","18"
2018,4,8,"Nou Barris",55,"Ciutat Meridiana","Homes","Demanda no aturats","92"
2018,4,8,"Nou Barris",56,"Vallbona","Homes","Demanda no aturats","11"
2018,4,9,"Sant Andreu",57,"la Trinitat Vella","Homes","Demanda no aturats","85"
2018,4,9,"Sant Andreu",58,"Baró de Viver","Homes","Demanda no aturats","14"
2018,4,9,"Sant Andreu",59,"el Bon Pastor","Homes","Demanda no aturats","82"
2018,4,9,"Sant Andreu",60,"Sant Andreu","Homes","Demanda no aturats","331"
2018,4,9,"Sant Andreu",61,"la Sagrera","Homes","Demanda no aturats","168"
2018,4,9,"Sant Andreu",62,"el Congrés i els Indians","Homes","Demanda no aturats","82"
2018,4,9,"Sant Andreu",63,"Navas","Homes","Demanda no aturats","123"
2018,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Homes","Demanda no aturats","208"
2018,4,10,"Sant Martí",65,"el Clot","Homes","Demanda no aturats","143"
2018,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Homes","Demanda no aturats","68"
2018,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Homes","Demanda no aturats","48"
2018,4,10,"Sant Martí",68,"el Poblenou","Homes","Demanda no aturats","164"
2018,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Homes","Demanda no aturats","74"
2018,4,10,"Sant Martí",70,"el Besòs i el Maresme","Homes","Demanda no aturats","169"
2018,4,10,"Sant Martí",71,"Provençals del Poblenou","Homes","Demanda no aturats","110"
2018,4,10,"Sant Martí",72,"Sant Martí de Provençals","Homes","Demanda no aturats","151"
2018,4,10,"Sant Martí",73,"la Verneda i la Pau","Homes","Demanda no aturats","171"
2018,4,99,"No consta",99,"No consta","Homes","Demanda no aturats","3"
2018,4,1,"Ciutat Vella",1,"el Raval","Dones","Atur registrat","1400"
2018,4,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Atur registrat","409"
2018,4,1,"Ciutat Vella",3,"la Barceloneta","Dones","Atur registrat","459"
2018,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Atur registrat","634"
2018,4,2,"Eixample",5,"el Fort Pienc","Dones","Atur registrat","672"
2018,4,2,"Eixample",6,"la Sagrada Família","Dones","Atur registrat","1085"
2018,4,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Atur registrat","694"
2018,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Atur registrat","755"
2018,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Atur registrat","1138"
2018,4,2,"Eixample",10,"Sant Antoni","Dones","Atur registrat","810"
2018,4,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Atur registrat","1137"
2018,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Atur registrat","47"
2018,4,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Atur registrat","958"
2018,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Atur registrat","289"
2018,4,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Atur registrat","406"
2018,4,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Atur registrat","476"
2018,4,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Atur registrat","477"
2018,4,3,"Sants-Montjuïc",18,"Sants","Dones","Atur registrat","945"
2018,4,4,"Les Corts",19,"les Corts","Dones","Atur registrat","944"
2018,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Atur registrat","472"
2018,4,4,"Les Corts",21,"Pedralbes","Dones","Atur registrat","126"
2018,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Atur registrat","47"
2018,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Atur registrat","262"
2018,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Atur registrat","181"
2018,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Atur registrat","313"
2018,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Atur registrat","599"
2018,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Atur registrat","509"
2018,4,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Atur registrat","326"
2018,4,6,"Gràcia",29,"el Coll","Dones","Atur registrat","135"
2018,4,6,"Gràcia",30,"la Salut","Dones","Atur registrat","288"
2018,4,6,"Gràcia",31,"la Vila de Gràcia","Dones","Atur registrat","1124"
2018,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Atur registrat","699"
2018,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Atur registrat","546"
2018,4,7,"Horta-Guinardó",34,"Can Baró","Dones","Atur registrat","207"
2018,4,7,"Horta-Guinardó",35,"el Guinardó","Dones","Atur registrat","881"
2018,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Atur registrat","266"
2018,4,7,"Horta-Guinardó",37,"el Carmel","Dones","Atur registrat","909"
2018,4,7,"Horta-Guinardó",38,"la Teixonera","Dones","Atur registrat","275"
2018,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Atur registrat","166"
2018,4,7,"Horta-Guinardó",40,"Montbau","Dones","Atur registrat","120"
2018,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Atur registrat","128"
2018,4,7,"Horta-Guinardó",42,"la Clota","Dones","Atur registrat","9"
2018,4,7,"Horta-Guinardó",43,"Horta","Dones","Atur registrat","773"
2018,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Atur registrat","723"
2018,4,8,"Nou Barris",45,"Porta","Dones","Atur registrat","705"
2018,4,8,"Nou Barris",46,"el Turó de la Peira","Dones","Atur registrat","450"
2018,4,8,"Nou Barris",47,"Can Peguera","Dones","Atur registrat","64"
2018,4,8,"Nou Barris",48,"la Guineueta","Dones","Atur registrat","530"
2018,4,8,"Nou Barris",49,"Canyelles","Dones","Atur registrat","259"
2018,4,8,"Nou Barris",50,"les Roquetes","Dones","Atur registrat","561"
2018,4,8,"Nou Barris",51,"Verdun","Dones","Atur registrat","430"
2018,4,8,"Nou Barris",52,"la Prosperitat","Dones","Atur registrat","792"
2018,4,8,"Nou Barris",53,"la Trinitat Nova","Dones","Atur registrat","362"
2018,4,8,"Nou Barris",54,"Torre Baró","Dones","Atur registrat","100"
2018,4,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Atur registrat","521"
2018,4,8,"Nou Barris",56,"Vallbona","Dones","Atur registrat","60"
2018,4,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Atur registrat","483"
2018,4,9,"Sant Andreu",58,"Baró de Viver","Dones","Atur registrat","69"
2018,4,9,"Sant Andreu",59,"el Bon Pastor","Dones","Atur registrat","393"
2018,4,9,"Sant Andreu",60,"Sant Andreu","Dones","Atur registrat","1592"
2018,4,9,"Sant Andreu",61,"la Sagrera","Dones","Atur registrat","707"
2018,4,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Atur registrat","344"
2018,4,9,"Sant Andreu",63,"Navas","Dones","Atur registrat","530"
2018,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Atur registrat","958"
2018,4,10,"Sant Martí",65,"el Clot","Dones","Atur registrat","666"
2018,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Atur registrat","327"
2018,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Atur registrat","217"
2018,4,10,"Sant Martí",68,"el Poblenou","Dones","Atur registrat","746"
2018,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Atur registrat","349"
2018,4,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Atur registrat","801"
2018,4,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Atur registrat","545"
2018,4,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Atur registrat","774"
2018,4,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Atur registrat","878"
2018,4,99,"No consta",99,"No consta","Dones","Atur registrat","4"
2018,4,1,"Ciutat Vella",1,"el Raval","Dones","Demanda no aturats","393"
2018,4,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Demanda no aturats","138"
2018,4,1,"Ciutat Vella",3,"la Barceloneta","Dones","Demanda no aturats","131"
2018,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Demanda no aturats","180"
2018,4,2,"Eixample",5,"el Fort Pienc","Dones","Demanda no aturats","183"
2018,4,2,"Eixample",6,"la Sagrada Família","Dones","Demanda no aturats","298"
2018,4,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Demanda no aturats","192"
2018,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Demanda no aturats","202"
2018,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Demanda no aturats","358"
2018,4,2,"Eixample",10,"Sant Antoni","Dones","Demanda no aturats","237"
2018,4,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Demanda no aturats","299"
2018,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Demanda no aturats","10"
2018,4,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Demanda no aturats","230"
2018,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Demanda no aturats","75"
2018,4,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Demanda no aturats","109"
2018,4,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Demanda no aturats","128"
2018,4,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Demanda no aturats","137"
2018,4,3,"Sants-Montjuïc",18,"Sants","Dones","Demanda no aturats","264"
2018,4,4,"Les Corts",19,"les Corts","Dones","Demanda no aturats","281"
2018,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Demanda no aturats","135"
2018,4,4,"Les Corts",21,"Pedralbes","Dones","Demanda no aturats","27"
2018,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Demanda no aturats","10"
2018,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Demanda no aturats","57"
2018,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Demanda no aturats","40"
2018,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Demanda no aturats","65"
2018,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Demanda no aturats","155"
2018,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Demanda no aturats","146"
2018,4,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Demanda no aturats","97"
2018,4,6,"Gràcia",29,"el Coll","Dones","Demanda no aturats","42"
2018,4,6,"Gràcia",30,"la Salut","Dones","Demanda no aturats","80"
2018,4,6,"Gràcia",31,"la Vila de Gràcia","Dones","Demanda no aturats","303"
2018,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Demanda no aturats","197"
2018,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Demanda no aturats","151"
2018,4,7,"Horta-Guinardó",34,"Can Baró","Dones","Demanda no aturats","57"
2018,4,7,"Horta-Guinardó",35,"el Guinardó","Dones","Demanda no aturats","236"
2018,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Demanda no aturats","64"
2018,4,7,"Horta-Guinardó",37,"el Carmel","Dones","Demanda no aturats","220"
2018,4,7,"Horta-Guinardó",38,"la Teixonera","Dones","Demanda no aturats","62"
2018,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Demanda no aturats","37"
2018,4,7,"Horta-Guinardó",40,"Montbau","Dones","Demanda no aturats","27"
2018,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Demanda no aturats","28"
2018,4,7,"Horta-Guinardó",42,"la Clota","Dones","Demanda no aturats","2"
2018,4,7,"Horta-Guinardó",43,"Horta","Dones","Demanda no aturats","179"
2018,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Demanda no aturats","170"
2018,4,8,"Nou Barris",45,"Porta","Dones","Demanda no aturats","168"
2018,4,8,"Nou Barris",46,"el Turó de la Peira","Dones","Demanda no aturats","102"
2018,4,8,"Nou Barris",47,"Can Peguera","Dones","Demanda no aturats","14"
2018,4,8,"Nou Barris",48,"la Guineueta","Dones","Demanda no aturats","115"
2018,4,8,"Nou Barris",49,"Canyelles","Dones","Demanda no aturats","56"
2018,4,8,"Nou Barris",50,"les Roquetes","Dones","Demanda no aturats","122"
2018,4,8,"Nou Barris",51,"Verdun","Dones","Demanda no aturats","94"
2018,4,8,"Nou Barris",52,"la Prosperitat","Dones","Demanda no aturats","189"
2018,4,8,"Nou Barris",53,"la Trinitat Nova","Dones","Demanda no aturats","74"
2018,4,8,"Nou Barris",54,"Torre Baró","Dones","Demanda no aturats","20"
2018,4,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Demanda no aturats","105"
2018,4,8,"Nou Barris",56,"Vallbona","Dones","Demanda no aturats","12"
2018,4,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Demanda no aturats","97"
2018,4,9,"Sant Andreu",58,"Baró de Viver","Dones","Demanda no aturats","17"
2018,4,9,"Sant Andreu",59,"el Bon Pastor","Dones","Demanda no aturats","94"
2018,4,9,"Sant Andreu",60,"Sant Andreu","Dones","Demanda no aturats","381"
2018,4,9,"Sant Andreu",61,"la Sagrera","Dones","Demanda no aturats","223"
2018,4,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Demanda no aturats","108"
2018,4,9,"Sant Andreu",63,"Navas","Dones","Demanda no aturats","164"
2018,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Demanda no aturats","277"
2018,4,10,"Sant Martí",65,"el Clot","Dones","Demanda no aturats","171"
2018,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Demanda no aturats","74"
2018,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Demanda no aturats","48"
2018,4,10,"Sant Martí",68,"el Poblenou","Dones","Demanda no aturats","166"
2018,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Demanda no aturats","78"
2018,4,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Demanda no aturats","180"
2018,4,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Demanda no aturats","125"
2018,4,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Demanda no aturats","180"
2018,4,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Demanda no aturats","204"
2018,4,99,"No consta",99,"No consta","Dones","Demanda no aturats","1"
2018,5,1,"Ciutat Vella",1,"el Raval","Homes","Atur registrat","1789"
2018,5,1,"Ciutat Vella",2,"el Barri Gòtic","Homes","Atur registrat","469"
2018,5,1,"Ciutat Vella",3,"la Barceloneta","Homes","Atur registrat","470"
2018,5,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Homes","Atur registrat","651"
2018,5,2,"Eixample",5,"el Fort Pienc","Homes","Atur registrat","548"
2018,5,2,"Eixample",6,"la Sagrada Família","Homes","Atur registrat","855"
2018,5,2,"Eixample",7,"la Dreta de l'Eixample","Homes","Atur registrat","553"
2018,5,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Homes","Atur registrat","631"
2018,5,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Homes","Atur registrat","918"
2018,5,2,"Eixample",10,"Sant Antoni","Homes","Atur registrat","689"
2018,5,3,"Sants-Montjuïc",11,"el Poble Sec","Homes","Atur registrat","1061"
2018,5,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Homes","Atur registrat","61"
2018,5,3,"Sants-Montjuïc",13,"la Marina de Port","Homes","Atur registrat","716"
2018,5,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Homes","Atur registrat","265"
